id_cliente,nome,cidade,estado
164,Ana Mendes,Porto Alegre,RS
165,Lucas Mendes,Fortaleza,CE
166,Maria Santos,Brasília,DF
167, Renato Lima ,Porto Alegre,RS
168,Patricia Silva,Rio de Janeiro,Rj
169,Ana Souza,Salvador,BA
170,Ana Souza,Porto Alegre,RS
171,Maria Ferreira,Belo Horizonte,MG
172,Juliana Martins,Goiânia,GO
173,Fernanda Costa,Curitiba,PR
174,,Salvador,BA
175,Fernanda Mendes,Curitiba,PR
176,Maria Barbosa,Belo Horizonte,MG
177,Juliana Ribeiro,Belo Horizonte,MG
178,Gabriel Carvalho,Porto Alegre,RS
179,Bruno Ferreira,Fortaleza,CE
180,Larissa Carvalho,São Paulo,SP
181,Mariana Mendes,São Paulo,SP
182,Renato Martins,Goiânia,GO
183,Thiago Pereira,Porto Alegre,rs
184,Diego Pereira,Salvador,BA
185,Renato Carvalho,Rio de Janeiro,RJ
186,Camila Martins,Salvador,BA
187,Ana Pereira,Brasília,DF
188,Mariana Ribeiro,Brasília,DF
189,,Porto Alegre,RS
190,Amanda Carvalho,Recife,PE
191,Diego Barbosa,Curitiba,PR
192,Amanda Carvalho,Rio de Janeiro,RJ
193,Camila Alves,Belo Horizonte,MG
194, Beatriz Santos ,Recife,PE
195,Lucas Gomes,Recife,PE
196,João Oliveira,Brasília,DF
197,Diego Rocha,São Paulo,SP
198,Carlos Rocha,Curitiba,PR
199,Larissa Carvalho,Recife,PE
200,Diego Martins,Fortaleza,CE
201,Beatriz Rocha,Porto Alegre,RS
202,Bruno Barbosa,Belo Horizonte,MG
203, Camila Alves ,Porto Alegre,RS
204,Pedro Lima,Curitiba,PR
205,Lucas Santos,Brasília,DF
206,Patricia Souza,Belo Horizonte,MG
207,Thiago Silva,Goiânia,GO
208,,Salvador,BA
209,Patricia Alves,Recife,PE
210,João Gomes,Salvador,BA
211,Mariana Rocha,Curitiba,PR
212,Gabriel Silva,Rio de Janeiro,RJ
213,Rafael Costa,São Paulo,SP
214,Rafael Carvalho,Salvador,BA
215,Patricia Mendes,Rio de Janeiro,RJ
216,Maria Ferreira,Belo Horizonte,MG
217,Maria Silva,Belo Horizonte,MG
218,,Curitiba,PR
219,Carlos Pereira,Recife,PE
220,Mariana Oliveira,Curitiba,PR
221,João Ribeiro,Goiânia,GO
222,Gabriel Pereira,Rio de Janeiro,RJ
223,Fernanda Oliveira,Porto Alegre,RS
224,Carlos Souza,Salvador,BA
225,Pedro Carvalho,São Paulo,SP
226,Carlos Martins,Salvador,BA
227,Ana Martins,Curitiba,PR
228,Bruno Barbosa,Recife,PE
229,Bruno Carvalho,Belo Horizonte,MG
230,Rafael Alves,Recife,PE
231,Renato Silva,Recife,PE
232,Lucas Ferreira,Porto Alegre,RS
233,Bruno Silva,Fortaleza,CE
234,Patricia Barbosa,Fortaleza,CE
235,Beatriz Rocha,São Paulo,
236,Fernanda Ribeiro,Goiânia,GO
237,Juliana Martins,Fortaleza,CE
238,Bruno Ribeiro,Porto Alegre,RS
239,Renato Oliveira,Fortaleza,CE
240,Lucas Pereira,Recife,PE
241,Diego Ribeiro,Rio de Janeiro,RJ
242,Juliana Costa,,rs
243,Bruno Souza,São Paulo,SP
244,Ana Barbosa,Rio de Janeiro,RJ
245,Beatriz Barbosa,Recife,PE
246,Bruno Barbosa,Rio de Janeiro,RJ
247,Pedro Souza,Curitiba,PR
248,Camila Santos,Belo Horizonte,MG
249,Amanda Alves,Fortaleza,CE
250,Camila Martins,Porto Alegre,RS
251, Carlos Pereira ,Belo Horizonte,MG
252,Fernanda Costa,Fortaleza,Ce
253,,Recife,PE
254,Maria Alves,Porto Alegre,RS
255,Rafael Santos,Belo Horizonte,MG
256,Thiago Pereira,Brasília,DF
257,Ana Mendes,Curitiba,Pr
258,Camila Ribeiro,Recife,PE
259,Gabriel Mendes,Fortaleza,CE
260,Amanda Souza,Brasília,DF
261,João Santos,Belo Horizonte,MG
262,Thiago Silva,Porto Alegre,RS
263,Mariana Barbosa,Fortaleza,CE
264,Mariana Martins,Recife,PE
265,Patricia Carvalho,Salvador,BA
266,Renato Martins,Recife,PE
267,Larissa Souza,Recife,
268,Carlos Gomes,Fortaleza,CE
269,,Fortaleza,CE
270, Diego Ferreira ,Goiânia,GO
271,Maria Pereira,Porto Alegre,RS
272,Rafael Barbosa,,rj
273,Fernanda Costa,Porto Alegre,RS
274,Pedro Alves,Rio de Janeiro,RJ
275,Ana Barbosa,Porto Alegre,RS
276,Beatriz Barbosa,Belo Horizonte,MG
277,Lucas Lima,Rio de Janeiro,RJ
278,Patricia Carvalho,Fortaleza,CE
279,,Porto Alegre,RS
280,Beatriz Lima,Recife,PE
281,Larissa Gomes,Recife,PE
282,Fernanda Gomes,Belo Horizonte,MG
283,Renato Barbosa,Brasília,DF
284,Ana Barbosa,São Paulo,SP
285,Renato Oliveira,Recife,
286,João Lima,Brasília,DF
287,Pedro Barbosa,Porto Alegre,RS
288,Pedro Carvalho,Fortaleza,CE
289,Beatriz Souza,Goiânia,Go
290,Camila Alves,Rio de Janeiro,RJ
291,Carlos Rocha,Curitiba,PR
292,Maria Carvalho,São Paulo,SP
293,Ana Alves,Fortaleza,CE
294,Mariana Costa,Curitiba,Pr
295,Amanda Alves,Recife,PE
296,Rafael Mendes,Recife,PE
297,,Recife,PE
298,Mariana Santos,Recife,PE
299,Camila Martins,Porto Alegre,RS
300,Gabriel Barbosa,Rio de Janeiro,RJ
301,Thiago Ribeiro,,rs
302,Gabriel Mendes,São Paulo,SP
303,Maria Barbosa,Porto Alegre,RS
304,Juliana Alves,Belo Horizonte,MG
305,Ana Oliveira,São Paulo,SP
306,Thiago Ferreira,Curitiba,
307,Patricia Costa,Belo Horizonte,MG
308,Juliana Mendes,Curitiba,PR
309,Beatriz Ribeiro,Salvador,BA
310,Pedro Lima,Belo Horizonte,MG
311,Gabriel Ferreira,Rio de Janeiro,RJ
312,,Fortaleza,CE
313,Bruno Gomes,Salvador,BA
314,João Carvalho,Goiânia,GO
315, Rafael Ribeiro ,Brasília,DF
316, Maria Ribeiro ,Recife,PE
317,Larissa Lima,Brasília,DF
318,Larissa Martins,Goiânia,GO
319,Patricia Oliveira,Recife,PE
320,Bruno Souza,Salvador,BA
321,Fernanda Ferreira,Rio de Janeiro,RJ
322,Juliana Souza,Brasília,DF
323,Rafael Santos,Belo Horizonte,MG
324,João Souza,Salvador,BA
325,Thiago Pereira,Rio de Janeiro,RJ
326,Thiago Pereira,Belo Horizonte,MG
327,Amanda Silva,Porto Alegre,RS
328,Ana Mendes,Curitiba,PR
329,Ana Silva,Salvador,BA
330,Renato Silva,Curitiba,PR
331,Patricia Oliveira,Rio de Janeiro,RJ
332,Diego Oliveira,Recife,PE
333,Maria Ribeiro,Recife,PE
334, Beatriz Gomes ,Brasília,DF
335,Rafael Santos,Rio de Janeiro,RJ
336,Ana Mendes,Goiânia,GO
337,Renato Gomes,Goiânia,GO
338,Amanda Martins,Rio de Janeiro,RJ
339,Larissa Pereira,Brasília,DF
340,Renato Rocha,Brasília,DF
341,Patricia Carvalho,Porto Alegre,RS
342,Beatriz Santos,Rio de Janeiro,RJ
343,Carlos Ferreira,Curitiba,PR
344,Larissa Carvalho,Rio de Janeiro,RJ
345,Patricia Souza,Porto Alegre,RS
346,Thiago Pereira,Curitiba,PR
347,Carlos Ferreira,Fortaleza,CE
348,Thiago Alves,Brasília,DF
349,Amanda Silva,Goiânia,GO
350,Bruno Silva,Curitiba,PR
351,Renato Ferreira,São Paulo,SP
352,Gabriel Santos,Curitiba,PR
353,Pedro Pereira,Brasília,DF
354,Juliana Ribeiro,Salvador,BA
355,Pedro Souza,Curitiba,PR
356,Pedro Mendes,Recife,PE
357,Rafael Martins,Porto Alegre,RS
358,Juliana Martins,Rio de Janeiro,RJ
359,Beatriz Ribeiro,São Paulo,SP
360,Maria Silva,Belo Horizonte,MG
361,Ana Mendes,Porto Alegre,RS
362,,Brasília,DF
363,Fernanda Ferreira,Rio de Janeiro,RJ
364,Patricia Silva,Recife,PE
365,Thiago Martins,Goiânia,GO
366,Camila Oliveira,,df
367,Amanda Rocha,Salvador,
368,Fernanda Martins,Goiânia,GO
369, Camila Carvalho ,Belo Horizonte,MG
370,Diego Oliveira,Fortaleza,CE
371,Juliana Ferreira,Curitiba,PR
372,Lucas Costa,Goiânia,GO
373,Pedro Costa,Recife,PE
374,Thiago Rocha,Goiânia,GO
375,Renato Carvalho,Curitiba,PR
376,Camila Mendes,Goiânia,Go
377,Camila Rocha,Recife,pe
378,Camila Santos,Rio de Janeiro,RJ
379,Rafael Souza,Recife,PE
380,Lucas Carvalho,Goiânia,GO
381,Maria Rocha,Rio de Janeiro,RJ
382,Pedro Costa,São Paulo,SP
383,Rafael Costa,Salvador,BA
384,Patricia Carvalho,Goiânia,Go
385,Renato Santos,Salvador,
386,Camila Mendes,Goiânia,GO
387,Thiago Lima,Salvador,BA
388,Gabriel Lima,Goiânia,GO
389,Larissa Gomes,Salvador,BA
390,Diego Santos,Brasília,DF
391,,Porto Alegre,RS
392,Beatriz Pereira,Belo Horizonte,MG
393,Camila Oliveira,Fortaleza,CE
394,Diego Souza,Salvador,BA
395,Amanda Gomes,Curitiba,PR
396,Amanda Costa,Recife,pe
397,Fernanda Rocha,Goiânia,GO
398,Rafael Alves,Fortaleza,CE
399,Beatriz Pereira,Salvador,BA
400,Rafael Rocha,Porto Alegre,RS
401,Patricia Costa,Belo Horizonte,MG
402,Bruno Souza,Recife,PE
403,Carlos Oliveira,Porto Alegre,
404,Rafael Lima,Brasília,
405,Rafael Ferreira,São Paulo,SP
406,Juliana Alves,Brasília,DF
407,João Carvalho,Rio de Janeiro,RJ
408,Ana Lima,São Paulo,SP
409,Ana Barbosa,Recife,PE
410,João Mendes,Belo Horizonte,MG
411,Amanda Martins,Rio de Janeiro,RJ
412,Carlos Souza,Belo Horizonte,MG
413,Rafael Santos,Rio de Janeiro,RJ
414,Larissa Silva,Fortaleza,CE
415,Camila Martins,São Paulo,SP
416,Patricia Costa,Rio de Janeiro,RJ
417,Diego Silva,Brasília,DF
418, Gabriel Ferreira ,Porto Alegre,RS
419,Pedro Ferreira,Belo Horizonte,MG
420,Thiago Carvalho,Curitiba,pr
421,Mariana Rocha,Recife,PE
422,Pedro Rocha,São Paulo,SP
423, Lucas Souza ,Salvador,BA
424,Larissa Barbosa,Porto Alegre,rs
425,Camila Ferreira,São Paulo,SP
426,Carlos Ferreira,Brasília,DF
427,Gabriel Carvalho,Curitiba,PR
428,Diego Mendes,Rio de Janeiro,RJ
429, Amanda Costa ,Fortaleza,CE
430,Renato Ribeiro,Porto Alegre,RS
431,Mariana Rocha,Salvador,BA
432,Juliana Martins,Porto Alegre,RS
433,Maria Santos,Brasília,DF
434,Mariana Silva,Curitiba,PR
435,Rafael Souza,Curitiba,Pr
436,Juliana Ferreira,Brasília,DF
437, Ana Rocha ,Salvador,BA
438,Thiago Lima,Fortaleza,CE
439,Bruno Alves,,rj
440,Diego Gomes,Fortaleza,CE
441,Rafael Pereira,Goiânia,GO
442,Beatriz Pereira,Rio de Janeiro,RJ
443, Mariana Rocha ,Rio de Janeiro,RJ
444,Renato Ferreira,Rio de Janeiro,RJ
445,Camila Costa,Curitiba,PR
446,Carlos Pereira,Curitiba,PR
447,Juliana Ferreira,Recife,PE
448,Amanda Santos,Rio de Janeiro,RJ
449,Beatriz Martins,Brasília,DF
450, Renato Santos ,Recife,PE
451,Ana Costa,Curitiba,PR
452,Maria Oliveira,Fortaleza,CE
453,Renato Alves,Salvador,BA
454,Camila Santos,Porto Alegre,RS
455,Bruno Lima,Porto Alegre,RS
456,Mariana Lima,Curitiba,PR
457,Amanda Carvalho,Goiânia,go
458,Pedro Souza,Goiânia,GO
459,Thiago Martins,Goiânia,GO
460,Larissa Ribeiro,Porto Alegre,RS
461,Gabriel Ribeiro,Recife,Pe
462, Rafael Martins ,Recife,PE
463,Ana Carvalho,Salvador,BA
464,Gabriel Lima,Salvador,BA
465,Fernanda Rocha,Rio de Janeiro,RJ
466,Carlos Souza,Porto Alegre,RS
467,Patricia Alves,Curitiba,PR
468,Renato Pereira,Curitiba,PR
469,Beatriz Ribeiro,,pe
470,Diego Rocha,Belo Horizonte,MG
471,Maria Ribeiro,Recife,PE
472,Beatriz Ribeiro,,ce
473,Ana Mendes,Salvador,BA
474,Gabriel Souza,Goiânia,GO
475,Camila Santos,Brasília,DF
476,Bruno Oliveira,Curitiba,PR
477,Renato Ferreira,Curitiba,PR
478,Diego Souza,São Paulo,sp
479,Beatriz Rocha,Curitiba,PR
480,Renato Carvalho,Curitiba,PR
481,Camila Carvalho,Fortaleza,CE
482,Thiago Ribeiro,Recife,PE
483,Carlos Martins,Goiânia,GO
484,João Barbosa,Porto Alegre,RS
485,Thiago Alves,São Paulo,SP
486,Amanda Gomes,Curitiba,PR
487,Thiago Oliveira,,mg
488,Ana Martins,Belo Horizonte,MG
489,Beatriz Souza,Curitiba,PR
490,Beatriz Gomes,Salvador,BA
491,Larissa Carvalho,Fortaleza,CE
492,Bruno Barbosa,Belo Horizonte,MG
493,Camila Alves,Porto Alegre,RS
494,Beatriz Carvalho,Recife,PE
495,Bruno Ribeiro,Rio de Janeiro,RJ
496,Gabriel Ferreira,Curitiba,PR
497,Pedro Ferreira,Recife,PE
498,Lucas Pereira,Fortaleza,CE
499,Bruno Lima,Rio de Janeiro,RJ
500,Fernanda Souza,Fortaleza,CE
501,Carlos Martins,Salvador,BA
502,Ana Silva,Fortaleza,CE
503,Beatriz Barbosa,Belo Horizonte,MG
504,Camila Souza,Rio de Janeiro,RJ
505,Maria Costa,Brasília,DF
506,Maria Gomes,Recife,PE
507,Camila Souza,São Paulo,SP
508,Renato Ribeiro,Recife,PE
509,Beatriz Lima,Fortaleza,CE
510,Carlos Carvalho,Curitiba,PR
511,Mariana Silva,Salvador,BA
512,Lucas Costa,Goiânia,GO
513,Patricia Carvalho,Rio de Janeiro,RJ
514,Ana Barbosa,Salvador,BA
515,,Brasília,DF
516,Renato Ribeiro,Goiânia,GO
517,,Salvador,BA
518, Carlos Rocha ,Porto Alegre,RS
519,Camila Oliveira,Porto Alegre,RS
520,Ana Barbosa,Curitiba,PR
521,Juliana Martins,Fortaleza,CE
522,Lucas Alves,Goiânia,GO
523,Rafael Ferreira,Rio de Janeiro,RJ
524,Larissa Pereira,Goiânia,GO
525,Diego Rocha,Rio de Janeiro,RJ
526,Beatriz Santos,Fortaleza,CE
527, Ana Martins ,Recife,PE
528,Camila Silva,Brasília,DF
529,,Belo Horizonte,MG
530, Juliana Santos ,Fortaleza,CE
531,Pedro Barbosa,São Paulo,SP
532,Ana Martins,Salvador,BA
533,Gabriel Gomes,Rio de Janeiro,RJ
534,Larissa Lima,Salvador,BA
535,Gabriel Lima,Belo Horizonte,MG
536,Camila Rocha,Fortaleza,CE
537,Fernanda Alves,Recife,PE
538,Carlos Souza,Brasília,DF
539,João Alves,Belo Horizonte,Mg
540,Rafael Souza,Belo Horizonte,MG
541,Fernanda Pereira,São Paulo,SP
542,Fernanda Carvalho,Goiânia,GO
543,Renato Alves,Porto Alegre,RS
544,Diego Alves,Brasília,DF
545, Thiago Costa ,Brasília,DF
546, Juliana Gomes ,Fortaleza,CE
547,Ana Ribeiro,Brasília,DF
548,Fernanda Alves,Porto Alegre,RS
549,Rafael Souza,Fortaleza,CE
550,Diego Lima,Brasília,DF
551,Pedro Rocha,Salvador,
552,Lucas Souza,Porto Alegre,RS
553,Maria Santos,Belo Horizonte,MG
554,Larissa Pereira,Recife,PE
555,Camila Silva,Belo Horizonte,MG
556,Carlos Barbosa,Belo Horizonte,MG
557,Gabriel Alves,Fortaleza,CE
558,Rafael Ferreira,Porto Alegre,RS
559,Beatriz Rocha,Rio de Janeiro,RJ
560,Renato Pereira,Salvador,BA
561, Fernanda Lima ,São Paulo,SP
562,Thiago Martins,Porto Alegre,RS
563,Gabriel Alves,Recife,PE
564,Renato Mendes,Recife,PE
565,Beatriz Rocha,Curitiba,PR
566,Ana Barbosa,Curitiba,PR
567,Maria Souza,Rio de Janeiro,RJ
568,João Martins,Curitiba,PR
569,Ana Silva,Belo Horizonte,MG
570,Amanda Barbosa,,pe
571,Patricia Silva,São Paulo,SP
572,Camila Silva,Fortaleza,CE
573,Mariana Oliveira,Rio de Janeiro,RJ
574,Amanda Mendes,Salvador,BA
575,Juliana Gomes,Recife,PE
576,Fernanda Ribeiro,Rio de Janeiro,RJ
577,Maria Santos,Brasília,DF
578,Maria Silva,Curitiba,
579,Renato Oliveira,Fortaleza,CE
580,Thiago Barbosa,Porto Alegre,rs
581, Bruno Souza ,Curitiba,PR
582,Lucas Lima,Brasília,DF
583,Thiago Alves,Goiânia,GO
584,Larissa Carvalho,Brasília,DF
585,Pedro Ferreira,São Paulo,
586,Pedro Carvalho,Goiânia,GO
587,Gabriel Carvalho,São Paulo,SP
588,Rafael Barbosa,Belo Horizonte,MG
589,Patricia Costa,Goiânia,GO
590,Amanda Ribeiro,Belo Horizonte,MG
591,Ana Gomes,Curitiba,PR
592,Carlos Santos,São Paulo,SP
593,Bruno Oliveira,Curitiba,
594,Larissa Martins,,rj
595,Pedro Carvalho,,df
596,Pedro Alves,Goiânia,GO
597,Mariana Lima,Porto Alegre,RS
598,Pedro Costa,Brasília,DF
599,Pedro Ferreira,Porto Alegre,RS
600,Beatriz Pereira,Recife,PE
601,Gabriel Carvalho,Goiânia,GO
602,Rafael Carvalho,Brasília,DF
603,Amanda Lima,Porto Alegre,RS
604,Lucas Barbosa,Salvador,BA
605,Renato Ribeiro,Recife,PE
606,Renato Gomes,Porto Alegre,RS
607,Carlos Pereira,Goiânia,GO
608,Larissa Silva,Recife,PE
609,Camila Santos,Brasília,DF
610,Camila Alves,Porto Alegre,RS
611,Gabriel Santos,Recife,PE
612,Gabriel Martins,Fortaleza,ce
613,Larissa Santos,Rio de Janeiro,RJ
614,Juliana Costa,Goiânia,go
615,Gabriel Carvalho,Brasília,DF
616,Fernanda Alves,Recife,PE
617,Thiago Lima,Salvador,BA
618,Camila Martins,Rio de Janeiro,RJ
619,Ana Ferreira,Porto Alegre,RS
620,Diego Barbosa,Salvador,BA
621,Rafael Carvalho,Rio de Janeiro,RJ
622,Carlos Silva,Salvador,BA
623,Mariana Alves,Fortaleza,CE
624,Larissa Martins,Recife,PE
625,Mariana Costa,Brasília,DF
626,Lucas Rocha,Goiânia,GO
627,,Belo Horizonte,MG
628,Pedro Oliveira,Fortaleza,CE
629,Rafael Oliveira,Porto Alegre,RS
630,Renato Gomes,Goiânia,GO
631,Juliana Rocha,Goiânia,GO
632,Camila Santos,Curitiba,PR
633,Carlos Costa,Salvador,BA
634,Patricia Lima,Goiânia,GO
635,Larissa Costa,Fortaleza,CE
636,Mariana Carvalho,Recife,PE
637,João Barbosa,Curitiba,PR
638,Larissa Barbosa,Brasília,DF
639,Rafael Barbosa,Curitiba,
640, Fernanda Ribeiro ,São Paulo,SP
641,Mariana Rocha,Goiânia,GO
642,Larissa Oliveira,Goiânia,GO
643,Juliana Souza,Recife,PE
644,Carlos Alves,Porto Alegre,RS
645, Bruno Ferreira ,Rio de Janeiro,RJ
646,Fernanda Pereira,Goiânia,GO
647,Amanda Martins,Curitiba,PR
648,Lucas Souza,Goiânia,GO
649,Larissa Costa,Salvador,BA
650,Thiago Mendes,Fortaleza,CE
651,Carlos Lima,Brasília,DF
652,Ana Lima,Belo Horizonte,MG
653,Fernanda Gomes,Recife,PE
654,Patricia Gomes,Recife,Pe
655,Pedro Gomes,Fortaleza,CE
656,Juliana Rocha,Recife,PE
657,,Rio de Janeiro,RJ
658,Juliana Santos,Fortaleza,CE
659,Lucas Barbosa,Porto Alegre,RS
660,Larissa Lima,Goiânia,GO
661,Maria Souza,Rio de Janeiro,RJ
662,João Oliveira,Curitiba,PR
663,,Brasília,DF
664,Ana Ribeiro,Curitiba,PR
665,Pedro Ferreira,Porto Alegre,
666,Mariana Souza,Brasília,DF
667,Fernanda Martins,Rio de Janeiro,RJ
668,,Recife,Pe
669,Diego Rocha,,sp
670,Carlos Martins,Curitiba,PR
671,Pedro Oliveira,Rio de Janeiro,RJ
672,Ana Gomes,Curitiba,PR
673,Pedro Silva,Goiânia,GO
674,Lucas Lima,Brasília,DF
675,Lucas Santos,Rio de Janeiro,RJ
676,Gabriel Ferreira,Brasília,DF
677,Bruno Santos,Belo Horizonte,MG
678,Amanda Ribeiro,São Paulo,SP
679,Camila Pereira,Fortaleza,CE
680,Gabriel Ribeiro,São Paulo,SP
681,Fernanda Barbosa,Brasília,DF
682,Amanda Santos,Fortaleza,CE
683,,Salvador,BA
684,Thiago Martins,Salvador,BA
685,Beatriz Santos,São Paulo,SP
686,,Belo Horizonte,mg
687, Gabriel Ribeiro ,Fortaleza,CE
688,Gabriel Santos,Fortaleza,CE
689,Pedro Ribeiro,Rio de Janeiro,RJ
690,Ana Carvalho,Brasília,DF
691,Pedro Ribeiro,Brasília,DF
692,Maria Alves,Rio de Janeiro,RJ
693,Amanda Souza,Porto Alegre,RS
694,Mariana Oliveira,São Paulo,SP
695,Mariana Barbosa,Salvador,BA
696,Bruno Costa,Salvador,BA
697,Bruno Oliveira,São Paulo,SP
698,Diego Santos,Porto Alegre,RS
699,Pedro Barbosa,Recife,PE
700, Thiago Costa ,Salvador,BA
701,Thiago Oliveira,Belo Horizonte,MG
702,,São Paulo,SP
703,Gabriel Lima,Curitiba,PR
704,Larissa Martins,Belo Horizonte,MG
705,Renato Mendes,Rio de Janeiro,RJ
706,Maria Costa,Belo Horizonte,MG
707,Gabriel Santos,Recife,PE
708,Camila Carvalho,Rio de Janeiro,RJ
709,,Belo Horizonte,MG
710,Amanda Alves,Recife,PE
711,Lucas Alves,,pr
712,Fernanda Ferreira,São Paulo,SP
713,,Brasília,DF
714,Carlos Pereira,Fortaleza,CE
715,Maria Lima,Porto Alegre,
716,Diego Martins,Salvador,BA
717,Thiago Oliveira,Fortaleza,CE
718,Pedro Souza,Brasília,DF
719,Camila Mendes,Salvador,BA
720,Renato Carvalho,Recife,PE
721, Lucas Lima ,Goiânia,GO
722,Rafael Rocha,Salvador,BA
723,Lucas Rocha,Porto Alegre,RS
724,Pedro Costa,Porto Alegre,RS
725,Maria Pereira,Salvador,BA
726,Juliana Gomes,Fortaleza,ce
727,Mariana Silva,Brasília,DF
728,Larissa Alves,Rio de Janeiro,RJ
729,Ana Oliveira,São Paulo,Sp
730,Fernanda Lima,Belo Horizonte,MG
731,Pedro Mendes,,rj
732, Rafael Lima ,Rio de Janeiro,RJ
733,Renato Oliveira,São Paulo,SP
734, Thiago Martins ,Brasília,DF
735,Patricia Costa,Salvador,BA
736,Bruno Rocha,Curitiba,pr
737,Fernanda Ribeiro,Recife,PE
738,Maria Santos,Porto Alegre,RS
739,Diego Alves,Fortaleza,CE
740,Juliana Barbosa,Fortaleza,CE
741,Thiago Carvalho,Brasília,DF
742,,Goiânia,GO
743,Bruno Souza,Recife,PE
744,Fernanda Costa,Rio de Janeiro,RJ
745,Larissa Souza,Belo Horizonte,MG
746,Gabriel Ferreira,Curitiba,PR
747,Juliana Silva,Salvador,BA
748,Thiago Pereira,Recife,PE
749,Maria Santos,São Paulo,SP
750,Diego Barbosa,São Paulo,SP
751,Ana Carvalho,Curitiba,PR
752,Renato Souza,São Paulo,SP
753,Ana Oliveira,Fortaleza,CE
754,Juliana Gomes,Goiânia,GO
755,Ana Costa,Brasília,DF
756,Renato Costa,Fortaleza,CE
757,Juliana Alves,Goiânia,GO
758,Camila Lima,Curitiba,PR
759,Thiago Gomes,Goiânia,go
760,Amanda Alves,Goiânia,GO
761,Renato Santos,Belo Horizonte,MG
762,Pedro Carvalho,,pe
763,Pedro Ferreira,Porto Alegre,RS
764,Maria Gomes,Recife,PE
765,Patricia Barbosa,Brasília,DF
766,Beatriz Alves,Curitiba,PR
767,Maria Ribeiro,São Paulo,SP
768,Pedro Carvalho,Curitiba,PR
769,Pedro Santos,Salvador,BA
770,Beatriz Silva,Brasília,DF
771,Patricia Costa,São Paulo,SP
772,Lucas Martins,Fortaleza,CE
773,Bruno Ribeiro,Porto Alegre,RS
774, Thiago Barbosa ,Curitiba,Pr
775,,Rio de Janeiro,RJ
776,Amanda Barbosa,Belo Horizonte,
777,Camila Santos,Recife,PE
778,Gabriel Barbosa,Recife,PE
779,Larissa Gomes,Curitiba,PR
780,Mariana Rocha,São Paulo,SP
781,Fernanda Mendes,Goiânia,Go
782,Carlos Santos,Salvador,BA
783,Thiago Alves,Fortaleza,Ce
784,Diego Martins,Fortaleza,CE
785,Thiago Alves,Recife,PE
786,Maria Lima,Rio de Janeiro,RJ
787,Mariana Pereira,Belo Horizonte,MG
788,Patricia Pereira,Curitiba,PR
789,Pedro Santos,Brasília,DF
790,Bruno Rocha,São Paulo,SP
791,Diego Martins,Rio de Janeiro,RJ
792,Thiago Oliveira,Rio de Janeiro,RJ
793,Camila Ferreira,Brasília,DF
794,Thiago Barbosa,São Paulo,SP
795,Amanda Gomes,São Paulo,SP
796,Fernanda Souza,Recife,PE
797,João Carvalho,Porto Alegre,RS
798,Carlos Alves,Curitiba,PR
799,Renato Mendes,Brasília,DF
